<oov> 1.0	<oov>
قریب 1.0	Q A R I_I1 B
قریشی 1.0	Q U R A_E1 S_H I_I1
قزلباش 1.0	Q I Z I L B A_A S_H
قسم 1.0	Q I S A M
قصور 1.0	Q U S U_U R
قصوروار 1.0	Q U S U_U R V A_A R
قضا 1.0	Q A Z A_A
قضہ 1.0	Q A Z A_A
قضیے 1.0	Q U Z J A_Y
قفس 1.0	Q A F A S
قل 1.0	Q U L
قلزم 1.0	Q U L Z U M
قلم 1.0	Q A L A M
قم 1.0	Q U M
قناعت 1.0	Q A N A_A A T_D
قندیل 1.0	Q I N D_D I_I1 L
قوام 1.0	Q I V A_A M
قوانین 1.0	Q A V A_A N I_I1 N
قوت 1.0	Q U_U V A T_D
قوتوں 1.0	Q U V V A T_D O_O_N
قورمہ 1.0	Q O_O R M A_A
قوس 1.0	Q O S
قومی 1.0	Q O_O M I_I1
قومیائے 1.0	Q O M I J A_A A_Y
قونصل 1.0	Q O N S A L
قونصلیٹ 1.0	Q O_O N S A L A_Y T
قوی 1.0	Q A V V I_I1
قہقہے 1.0	Q A H Q A H A_Y
قہوے 1.0	Q A H V A_Y
قیام 1.0	Q I J A_A M
قیامت 1.0	Q A J A_A M A T_D
قید 1.0	Q A_E1 D_D
قیدیوں 1.0	Q A_E1 D_D I_I1 O_O_N
قیصر 1.0	Q A_E1 S A R
قیلولہ 1.0	Q A_E1 L U_U L A_A
قیم 1.0	Q A J J I M
قیمت 1.0	Q I_I1 M A T_D
قیود 1.0	Q I J U_U D_D
قیوم 1.0	Q I J U_U M
قے 1.0	Q A_E1
لئیق 1.0	L A I_I1 Q
لا 1.0	L A_A
لاؤ 1.0	L A_A O_O
لاؤڈ 1.0	L A_A U_U D
لاؤں 1.0	L A_A U_U_N
لائبریری 1.0	L A_A I B R A_Y R I_I1
لائبریرین 1.0	L A_A I B R A_Y R J A N
لائحہ 1.0	L A_A I H A_A
لائن 1.0	L A_A I N
لائی 1.0	L A_A I_I1
لائیو 1.0	L A_A I_I1 V
لائیوسٹاک 1.0	L A_A I_I1 V S A T A_A K
لائیں 1.0	L A_A A_Y_N
لائے 1.0	L A_A A_Y
لاابالی 1.0	L A_A U B A_A L I_I1
لابنگ 1.0	L A_A B I N_G
لاحق 1.0	L A_A H I Q
لادینیت 1.0	L A_A D_D I_I1 N J A T_D
لارا 1.0	L A_A R A_A
لاریب 1.0	L A_A R A_E1 B
لاشوں 1.0	L A_A S_H O_O_N
لاشیں 1.0	L A_A S_H A_Y_N
لال 1.0	L A_A L
لالچی 1.0	L A_A L T_S1 I_I1
لانچنگ 1.0	L A_A N T_S1 I N_G
لانگ 1.0	L A_A N_G
لاٹھی 1.0	L A_A T_H I_I1
لاٹھیاں 1.0	L A_A T_H I J A_A_N
لاچار 1.0	L A_A T_S1 A_A R
لاڈ 1.0	L A_A D
لاڈلے 1.0	L A_A D L A_Y
لاکھ 1.0	L A_A K_H
لاکھا 1.0	L A_A K_H A_A
لاکھوں 1.0	L A_A K_H O_O_N
لاگت 1.0	L A_A G A T_D
لاہوری 1.0	L A_A H O R I_I1
لاہوریات 1.0	L A_A H O_O R I_I1 J A_A T_D
لایا 1.0	L A_A J A_A
لاینفک 1.0	L A_A J U N F A K
لباس 1.0	L I B A_A S
لبالب 1.0	L A B A_A L A B
لتھڑے 1.0	L I T_D_H R_R A_Y
لخت 1.0	L A X T_D
لدھیانوی 1.0	L U D_D_H J A_A N A V I_I1
لذت 1.0	L A Z Z A T_D
لشکر 1.0	L A S_H K A R
لطیفے 1.0	L A T_D I_I1 F A_Y
لعاب 1.0	L U A_A B
لغاری 1.0	L A G_G A_A R I_I1
لغت 1.0	L U G_G A T_D
لغزش 1.0	L A G_G Z I S_H
لغو 1.0	L A G_G V
لغوی 1.0	L U G_G A V I_I1
لفظ 1.0	L A F Z
لفظوں 1.0	L A F Z O_O_N
لفظی 1.0	L A F Z I_I1
لفظیات 1.0	L A F Z I J A_A T_D
لقب 1.0	L A Q A B
لمحوں 1.0	L A M H O_O_N
لمحے 1.0	L A M H A_Y
لنڈ 1.0	L U N D
لنگا 1.0	L A N_G G A_A
لنگر 1.0	L A N_G G A R
لنگڑی 1.0	L A N_G R_R I_I1
لو 1.0	L O_O
لوئر 1.0	L O_O A R
لوئی 1.0	L O_O I_I1
لوتھڑا 1.0	L O_O T_D_H R_R A_A
لوث 1.0	L O_O S
لوحوں 1.0	L O H O_O_N
لوشن 1.0	L O_O S_H A N
لولی 1.0	L O_O L I_I1
لومڑ 1.0	L U_U M A R_R
لومڑی 1.0	L U_U M R_R I_I1
لومیرج 1.0	L A V M A_E1 R I D_Z
لون 1.0	L O_O N
لونگ 1.0	L O N_G
لوٹ 1.0	L O_O T
لوڈ 1.0	L O_O D
لوڈشیڈنگ 1.0	L O_O D S_H A_Y D I N_G
لوک 1.0	L O_O K
لوگ 1.0	L O_O G
لوگو 1.0	L O_O G O_O
لوگوں 1.0	L O_O G O_O_N
لوں 1.0	L U_U_N
لوہا 1.0	L O_O H A_A
لوہار 1.0	L O_O H A_A R
لوہے 1.0	L O_O H A_Y
لٹریچر 1.0	L I T R A_Y T_S1 A R
لچک 1.0	L A T_S1 A K
لڑائی 1.0	L A R_R A_A I_I1
لڑکا 1.0	L A R_R K A_A
لڑکھڑا 1.0	L A R_R K_H A R_R A_A
لڑھک 1.0	L U R_R_H A K
لڑیں 1.0	L A R_R A_Y_N
لکڑہارے 1.0	L A K A R_R H A_A R A_Y
لکھ 1.0	L I K_H
لکھا 1.0	L I K_H A_A
لکھتے 1.0	L I K_H T_D A_Y
لکھنے 1.0	L I K_H N A_Y
لکھو 1.0	L I K_H O_O
لکھوا 1.0	L I K_H V A_A
لکھوں 1.0	L I K_H K_H U_U_N
لکھی 1.0	L I K_H I_I1
لکھیں 1.0	L I K_H A_Y_N
لکھے 1.0	L I K_H A_Y
لگا 1.0	L A G A_A
لگاؤ 1.0	L A G A_A O_O
لگائی 1.0	L A G A_A I_I1
لگائیں 1.0	L A G A_A A_Y_N
لگائے 1.0	L A G A_A A_Y
لگاتا 1.0	L A G A_A T_D A_A
لگانا 1.0	L A G A_A N A_A
لگانے 1.0	L A G A_A N A_Y
لگایئے 1.0	L A G A_A J I A_Y
لگایا 1.0	L A G A_A J A_A
لگژری 1.0	L A G Z_Z A R I_I1
لگی 1.0	L A G I_I1
لگیں 1.0	L A G A_Y_N
لگے 1.0	L A G A_Y
لہجہ 1.0	L A_E_H H D_Z A_A
لہجے 1.0	L A_E_H H D_Z A_Y
لہذا 1.0	L I H A_A Z A_A
لہریں 1.0	L A_E_H H R A_Y_N
لہو 1.0	L A H V
لہولہان 1.0	L A H U_U L U H A_A N
لیا 1.0	L I J A_A
لیاقت 1.0	L I J A_A Q A T_D
لیب 1.0	L A_E1 B
لیبارٹری 1.0	L I_I1 B A_A R T R I_I1
لیبر 1.0	L A_Y B A R
لیتا 1.0	L A_Y T_D A_A
لیتی 1.0	L A_Y T_D I_I1
لیتے 1.0	L A_Y T_D A_Y
لیجنڈ 1.0	L A_E1 D_Z A N D
لیجنڈری 1.0	L A_E1 D_Z I N D R I_I1
لیدر 1.0	L A_E1 D_D A R
لیزر 1.0	L A_Y Z A R
لیزنگ 1.0	L I_I1 Z I N_G
لیس 1.0	L A_Y S
لیفٹ 1.0	L A_E1 F T
لیفٹننٹ 1.0	L A_E1 F T I N A N T
لیفٹیننٹ 1.0	L A_Y F T I_I1 N A N T
لیلی 1.0	L A_Y L I_I1
لیموں 1.0	L I_I1 M U_U_N
لیمپ 1.0	L A_E1 M P
لینا 1.0	L A_Y N A_A
لینتھ 1.0	L A_E1 N T_D_H
لینڈ 1.0	L A_E1 N D
لینگویج 1.0	L A_E1 N_G V I_I1 D_Z
لینے 1.0	L A_Y N A_Y
لیوا 1.0	L A_Y V A_A
لیچی 1.0	L I_I1 T_S1 I_I1
لیڈر 1.0	L I_I1 D A R
لیڈز 1.0	L A_E1 D Z
لیڈی 1.0	L A_Y D I_I1
لیکن 1.0	L A_Y K I N
لیکوئڈ 1.0	L I_I1 K U_U I D
لیں 1.0	L A_Y_N
لیے 1.0	L I_I1 A_Y
لے 1.0	L A_Y
مآب 1.0	M A A_A B
مؤثر 1.0	M U_U A S S I R
مؤخر 1.0	M O_O A X X A R
ماؤتھ 1.0	M A U_U T_D_H
ماؤزے 1.0	M A_A O_O Z A_Y
ماؤف 1.0	M U U_U F
ماؤنٹ 1.0	M A_A U_U N T
مائنڈڈ 1.0	M A_A I N D A D
مائیکروویوز 1.0	M A_A I_I1 K R O_O V A_Y V Z
مابین 1.0	M A_A B I_I1 N
ماتھا 1.0	M A_A T_D_H A_A
ماتھے 1.0	M A_A T_D_H A_Y
ماحول 1.0	M A_A H O_O L
ماحولیات 1.0	M A_A H O L I J A_A T_D
ماخذ 1.0	M A_A X A Z
ماخوذ 1.0	M A_A X U_U Z
مادھو 1.0	M A_A D_D_H O
مار 1.0	M A_A R
مارشل 1.0	M A_A R S_H A L
مارچ 1.0	M A_A R T_S1
مارے 1.0	M A_A R A_Y
ماشے 1.0	M A_A S_H A_Y
ماضی 1.0	M A_A Z I_I1
مافیا 1.0	M A_A F I J A_A
مالدار 1.0	M A_A L D_D A_A R
مالیخولیا 1.0	M A_A L I_I1 X O_O L I J A_A
مان 1.0	M A_A N
مانجھے 1.0	M A_A_N D_Z_H A_Y
مانوس 1.0	M A_A N U_U S
مانگ 1.0	M A_A N_G
مانگنے 1.0	M A_A N_G N A_Y
ماچس 1.0	M A_A T_S1 I S
ماچھی 1.0	M A_A T_S_H I_I1
ماڈل 1.0	M A_A D A L
ماڈلنگ 1.0	M A_A D L I N_G
ماڑی 1.0	M A_A R_R I_I1
ماں 1.0	M A_A_N
ماہ 1.0	M A_A
ماہرین 1.0	M A_A H I R I_I1 N
ماہوار 1.0	M A_A H V A_A R
مایوس 1.0	M A_A J U_U S
مبتلا 1.0	M U B T_D A L A_A
مبذول 1.0	M A B Z U_U L
مبشر 1.0	M U B A S_H A R
مبلغ 1.0	M U B A L L A G_G
مبلغین 1.0	M U B A L L I G_G I_I1 N
مبنی 1.0	M A B N I_I1
مبہم 1.0	M U B H A M
مبین 1.0	M U B I_I1 N
مت 1.0	M A T_D
متاثرہ 1.0	M U T_D A_A S I R A_A
متاثرین 1.0	M U T_D A_A S I R I_I1 N
متاخرین 1.0	M U T_D A A X X A_Y R I_I1 N
متحدہ 1.0	M U T_D T_D A H I D_D A_A
متحرک 1.0	M U T_D A H A R R I K
مترادف 1.0	M U T_D A R A_A D_D I F
مترجم 1.0	M U T_D A R A D_Z D_Z I M
متعارف 1.0	M U T_D A A_A R A F
متعدد 1.0	M U T_D A A D_D D_D I D_D
متعلق 1.0	M U T_D A A L L I Q
متعینہ 1.0	M U T_D A Y A J J A N A_A
متغیر 1.0	M U T_D A G_G A J J A R
متفقہ 1.0	M U T_D T_D A F I Q A_A
متنازعہ 1.0	M U T_D A N A_A Z A A_A
متنفر 1.0	M A T_D A N A F F I R
متنوع 1.0	M U T_D A N O V A_Y
متوجہ 1.0	M U T_D A V A D_Z D_Z A_Y
متوفی 1.0	M U T_D A V A F F I_I1
متوفیہ 1.0	M U T_D A V A F J I J A_A
متھرانی 1.0	M I T_D_H R A_A N I_I1
مثال 1.0	M I S A_A L
مثبت 1.0	M U S B A T_D
مثلاً 1.0	M A S L A N
مجاہد 1.0	M U D_Z A_A H I D_D
مجبور 1.0	M A D_Z B U_U R
مجذوب 1.0	M A D_Z Z U_U B
مجرد 1.0	M U D_Z A R R I D_D
مجرم 1.0	M U D_Z R I M
مجروح 1.0	M A D_Z R U_U
مجلس 1.0	M A D_Z L I S
مجلے 1.0	M A D_Z L A_Y
مجموعوں 1.0	M A D_Z M U_U O_O_N
مجموعہ 1.0	M A D_Z M U_U A_A
مجموعی 1.0	M A D_Z M U_U Y I_I1
مجموعے 1.0	M A D_Z M U_U A_Y
مجوزہ 1.0	M U D_Z A V V A Z A_A
مجھ 1.0	M U D_Z_H
مجھے 1.0	M U D_Z_H A_Y
مجیب 1.0	M U D_Z I_I1 B
مجید 1.0	M A D_Z I_I1 D_D
محافظوں 1.0	M U H A_A F I Z O_O_N
محبت 1.0	M A H A B B A T_D
محبوب 1.0	M A H B U_U B
محبوبہ 1.0	M A H B U_U B A_A
محتاجوں 1.0	M U H T_D A_A D_Z O_O_N
محترمہ 1.0	M O_O_H H T_D A R M A_A
محدود 1.0	M A H D_D U_U D_D
محرر 1.0	M U H A R R I R
محروم 1.0	M A H R U_U M
محسن 1.0	M O_O_H H S I N
محسنہ 1.0	M U H S A N A_A
محسوس 1.0	M A H S U_U S
محض 1.0	M A H Z
محظوظ 1.0	M A H Z U_U Z
محفل 1.0	M A H F I L
محفوظ 1.0	M A H F U_U Z
محقق 1.0	M U H A Q Q I Q
محققین 1.0	M U H A Q Q A Q I_I1 N
محلول 1.0	M A H L U_U L
محلوں 1.0	M U H A L L O_O_N
محنت 1.0	M A_Y H N A T_D
محور 1.0	M A H V A R
محویت 1.0	M A H V I J J A T_D
محیرالعقول 1.0	M U H A J J I R U U Q U_U L
مخالفت 1.0	M U X A_A L A F A T_D
مخالفوں 1.0	M U X A_A L I F O_O_N
مخبری 1.0	M U X B A R I_I1
مختلف 1.0	M U X T_D A L I F
مخدوش 1.0	M A X D_D U_U S_H
مخدوم 1.0	M A X D_D U_U M
مخرج 1.0	M U X A R R I D_Z
مخزن 1.0	M A X Z A N
مخصوص 1.0	M A X S U_U S
مخفف 1.0	M U X A F F A F
مخفی 1.0	M A X F I_I1
مخل 1.0	M U X I L
مخلوق 1.0	M A X L U_U Q
مخیر 1.0	M U X A_E1 J A R
مداحوں 1.0	M A D_D D_D A_A H O_O_N
مداخلت 1.0	M U D_D A_A X L A T_D
مدافعت 1.0	M U D_D A_A F I A T_D
مدت 1.0	M U D_D D_D A T_D
مدح 1.0	M A D_D H
مدد 1.0	M A D_D A D_D
مدرسوں 1.0	M U D_D R A S O_O_N
مدرسہ 1.0	M A D_D R I S A_A
مدعا 1.0	M U D_D D_D A A_A
مدعو 1.0	M A D_D U_U
مدعی 1.0	M U D_D D_D A I_I1
مدعیان 1.0	M U D_D D_D A I J A_A N
مدغم 1.0	M U D_D A G_G G_G A M
مدفن 1.0	M A D_D F A N
مدفون 1.0	M A D_D F U_U N
مدمقابل 1.0	M A D_D D_D A_Y M U Q A_A B I L
مدون 1.0	M A D_D U_U N
مدھر 1.0	M A D_D_H U R
مدھم 1.0	M A D_D D_D_H A M
مدہوش 1.0	M A D_D H O_O S_H
مذاق 1.0	M A Z A_A Q
مذاکرات 1.0	M U Z A_A K A R A_A T_D
مذہبی 1.0	M A Z H A B I_I1
مراد 1.0	M U R A_A D_D
مراعات 1.0	M U R A_A A_A T_D
مربعے 1.0	M U R A B B A A_Y
مرتب 1.0	M U R T_D A B
مرتبہ 1.0	M A R T_D A B A_A
مرثیے 1.0	M A R S I_I1 A_Y
مرجھا 1.0	M U R D_Z_H A_A
مرحوم 1.0	M A R H U_U M
مردانگی 1.0	M A R D_D A_A N_G G I_I1
مردوں 1.0	M U R D_D O_O_N
مرزا 1.0	M I R Z A_A
مرشد 1.0	M U R S_H I D_D
مرض 1.0	M A R A Z
مرضی 1.0	M A R Z I_I1
مرغ 1.0	M U R G_G
مرغا 1.0	M U R G_G A_A
مرغابیوں 1.0	M U R G_G A_A B I_I1 O_O_N
مرغبانی 1.0	M U R G_G B A_A N I_I1
مرغزار 1.0	M A R G_G Z A_A R
مرغن 1.0	M U R A G_G G_G A N
مرغوب 1.0	M A R G_G U_U B
مرغوں 1.0	M U R G_G O_O_N
مرغی 1.0	M U R G_G I_I1
مرغیاں 1.0	M U R G_G I J A_A_N
مرلہ 1.0	M A R L A_A
مرلی 1.0	M U R L I_I1
مرچ 1.0	M I R T_S1
مرچنٹ 1.0	M A R T_S1 A N T
مرچوں 1.0	M I R T_S1 O_O_N
مرچیں 1.0	M I R T_S1 A_Y_N
مرکزی 1.0	M A R K A Z I_I1
مرہون 1.0	M A R H U_U N
مری 1.0	M A R I_I1
مریضوں 1.0	M A R I_I1 Z O_O_N
مزاج 1.0	M I Z A_A D_Z
مزارعوں 1.0	M U Z A_A R A_Y O_O_N
مزارعین 1.0	M U Z A_A R I I_I1 N
مزدوروں 1.0	M A Z D_D U_U R O_O_N
مزید 1.0	M A Z I_I1 D_D
مزیدار 1.0	M A Z A_Y D_D A_A R
مزین 1.0	M U Z A_E1 J A N
مزے 1.0	M A Z A_Y
مس 1.0	M A S
مسئلہ 1.0	M A S A L A_A
مسائل 1.0	M A S A_A I L
مسترد 1.0	M U S T_D A R A D_D
مستعد 1.0	M U S T_D A I D_D
مستغرق 1.0	M U S T_D A G_G R A Q
مستغنی 1.0	M U S T_D A G_G N I_I1
مسجد 1.0	M A S D_Z I D_D
مسحور 1.0	M A S H U_U R
مسخ 1.0	M A S X
مسخر 1.0	M U S A X X A R
مسخرے 1.0	M A S X A R A_Y
مسز 1.0	M I S I Z
مسلسل 1.0	M U S L I S A L
مسلم 1.0	M U S L A M
مسلمان 1.0	M U S A L M A_A N
مسوڑوں 1.0	M A S U_U R_R O_O_N
مشائخ 1.0	M A S_H A_A I X
مشاعرہ 1.0	M U S_H A_A A R A_A
مشاغل 1.0	M A S_H A_A G_G I L
مشاورت 1.0	M U S_H A_A V A R A T_D
مشتعل 1.0	M U S_H T_D A I L
مشتی 1.0	M U_U S_H T_D I_I1
مشرف 1.0	M U S_H R I F
مشرق 1.0	M A S_H R I Q
مشروبات 1.0	M A S_H R U_U B A_A T_D
مشروط 1.0	M A S_H R U_U T_D
مشعر 1.0	M A S_H A R
مشغلہ 1.0	M A S_H G_G A L A_A
مشفق 1.0	M U S_H F I Q
مشق 1.0	M A S_H Q
مشقت 1.0	M A S_H A Q Q A T_D
مشقیں 1.0	M A S_H Q A_Y_N
مشن 1.0	M I S_H A N
مشورہ 1.0	M A S_H V A R A_A
مشہور 1.0	M A S_H H U_U R
مشیت 1.0	M A S_H I_I1 J A T_D
مشین 1.0	M A S_H I_I1 N
مشینری 1.0	M A S_H I_I1 N R I_I1
مصالحہ 1.0	M U S A_A L A H A_A
مصحفی 1.0	M U S H A F I_I1
مصداق 1.0	M I S D_D A_A Q
مصدق 1.0	M U S D_D I Q
مصر 1.0	M U S I R
مصروف 1.0	M A S R U_U F
مصروفیات 1.0	M A S R U_U F I J A_A T_D
مصروفیت 1.0	M A S R U_U F I_I1 J A T_D
مصنف 1.0	M U S A N N I F
مصنوعات 1.0	M A S N U_U A_A T_D
مصنوعی 1.0	M A S N U_U Y I_I1
مصور 1.0	M U S U_U R
مصوروں 1.0	M U S O V V I R O_O_N
مصیبت 1.0	M U S I_I1 B A T_D
مضائقہ 1.0	M U Z A_A A Q A_A
مضبوط 1.0	M A Z B U_U T_D
مضحک 1.0	M U Z H I K
مضروب 1.0	M A Z R U_U B
مضمون 1.0	M A Z M U_U N
مطابق 1.0	M U T_D A_A B I Q
مطالبہ 1.0	M U T_D A_A L I B A_A
مطالبے 1.0	M U T_D A_A L B A_Y
مطالعوں 1.0	M U T_D A_A L A O_O_N
مطالعہ 1.0	M U T_D A_A L A A_A
مطالعے 1.0	M U T_D A_A L A A_Y
مطبوعہ 1.0	M A T_D B U_U A_A
مطلوبہ 1.0	M A T_D L U_U B A_A
مطمئن 1.0	M U T_D M A I N
مطہرہ 1.0	M U T_D A H H I R A_A
مظفر 1.0	M U Z A F F A R
مظلام 1.0	M U Z L A M A_A M
مظہر 1.0	M U Z A H H A R
معا 1.0	M A A N
معائنہ 1.0	M U A_A I N A_A
معاذ 1.0	M A A_A Z
معاشرے 1.0	M U A_A S_H R A_Y
معاشی 1.0	M A Y A_A S_H I_I1
معاشیات 1.0	M U A_A S_H I J A_A T_D
معاصر 1.0	M U A_A S I R
معاف 1.0	M U A_A F
معالج 1.0	M U A_A L I D_Z
معالجہ 1.0	M U A_A L D_Z A_A
معالجے 1.0	M U A_A L A D_Z A_Y
معاملات 1.0	M U A_A M A L A_A T_D
معاندانہ 1.0	M U A_A N I D_D A_A N A_A
معانی 1.0	M A A_A N I_I1
معاوضوں 1.0	M U A_A V A Z O_O_N
معاوضہ 1.0	M U A_A V I Z A_A
معاون 1.0	M U A_A V I N
معاہدے 1.0	M U A_A H A D_D A_Y
معجزات 1.0	M O_O D_Z I Z A_A T_D
معجزے 1.0	M U D_Z I Z A_Y
معجل 1.0	M U D_Z A L
معدہ 1.0	M U A D_D D_D A_A
معدے 1.0	M A_Y D_D A_Y
معذوریوں 1.0	M A Z U_U R I_I1 O_O_N
معرض 1.0	M A A R R A Z
معرفت 1.0	M A_A R F A T_D
معروضی 1.0	M A A R U_U Z I_I1
معزز 1.0	M U A Z Z A Z
معززین 1.0	M U A Z Z I Z I_I1 N
معشوق 1.0	M A S_H U_U Q
معصوم 1.0	M A_A S U_U M
معطل 1.0	M U A T_D T_D A L
معقول 1.0	M A_A Q U_U L
معلم 1.0	M U A L L A M
معلوم 1.0	M A_A L U_U M
معلومات 1.0	M A L U_U M A_A T_D
معمر 1.0	M U A M M A R
معمولی 1.0	M A_A M U_U L I_I1
معمہ 1.0	M U I M M A_A
معنویت 1.0	M A N A V I_I1 J A T_D
معیاد 1.0	M A_Y A_A D_D
معیاری 1.0	M I J A_A R I_I1
معیت 1.0	M A I_I1 J A T_D
معید 1.0	M U I_I1 D_D
معیشت 1.0	M A I_I1 S_H A T_D
معین 1.0	M U I_I1 N
معینات 1.0	M U A J J A N A_A T_D
معیوب 1.0	M A J U_U B
مغربی 1.0	M A G_G R I B I_I1
مغرور 1.0	M A G_G R U_U R
مغز 1.0	M A G_G Z
مغفرت 1.0	M A G_G F I R A T_D
مغفور 1.0	M A G_G F U_U R
مغل 1.0	M U G_G A L
مغلوب 1.0	M A G_G L U_U B
مغلوں 1.0	M U G_G L O_O_N
مغلیہ 1.0	M U G_G L I J A_A
مغیث 1.0	M U G_G I_I1 S
مفاد 1.0	M U F A_A D_D
مفاہمت 1.0	M U F A_A H A M A T_D
مفر 1.0	M U F A R
مفروضات 1.0	M A F R U_U Z A_A T_D
مفسر 1.0	M U F A S S A R
مفقود 1.0	M A F Q U_U D_D
مفلس 1.0	M U F L I S
مفلوج 1.0	M A F L U_U D_Z
مفکر 1.0	M U F A K K I R
مفہوم 1.0	M A F H U_U M
مفید 1.0	M U F I_I1 D_D
مقابلوں 1.0	M U Q A_A B L O_O_N
مقابلے 1.0	M U Q A_A B L A_Y
مقام 1.0	M A Q A_A M
مقبوضہ 1.0	M A Q B U_U Z A_A
مقدار 1.0	M I Q D_D A_A R
مقرر 1.0	M U Q A R R A R
مقروض 1.0	M A Q R U_U Z
مقصد 1.0	M A Q S A D_D
مقصود 1.0	M A Q S U_U D_D
مقوی 1.0	M A Q O V V I_I1
مقید 1.0	M U Q A J J A D_D
مل 1.0	M I L
ملا 1.0	M I L L A_A
ملاؤں 1.0	M U L L A_A O_O_N
ملائیشن 1.0	M A L A_A I_I1 S_H A N
ملازم 1.0	M U L A_A Z I M
ملازمت 1.0	M U L A_A Z M A T_D
ملازمین 1.0	M U L A_A Z I M I_I1 N
ملبوسات 1.0	M A L B U_U S A_A T_D
ملت 1.0	M I L L A T_D
ملحق 1.0	M U L H A Q
ملحقہ 1.0	M U L H A Q A_A
ملحوظ 1.0	M A L H U_U Z
ملزوم 1.0	M A L Z U_U M
ملغوبہ 1.0	M A L G_G U_U B A_A
ملفوظات 1.0	M A L F U_U Z A_A T_D
ملنے 1.0	M A L N A_Y
ملوث 1.0	M U L A V V A S
ملوں 1.0	M I L O_O_N
ملک 1.0	M U L A K
ملی 1.0	M A L I_I1
ملیریا 1.0	M A L A_Y R I J A_A
ملیشیا 1.0	M I L A_Y S_H I J A_A
ملین 1.0	M I L J A N
ملیں 1.0	M I L A_Y_N
ملیہ 1.0	M I L J I J A_A
ملے 1.0	M I L A_Y
مماثل 1.0	M U M A_A S I L
ممالک 1.0	M A M A_A L I K
ممانعت 1.0	M U M A_A N A A T_D
ممبر 1.0	M I M B A R
ممد 1.0	M U M I D_D
مملکت 1.0	M A M L U K A T_D
مملکتیں 1.0	M U M L I K A T_D A_Y_N
ممنوع 1.0	M A M N U_U
ممکن 1.0	M U M K I N
مناسب 1.0	M U N A_A S I B
منافع 1.0	M U N A_A F A_A
منافعوں 1.0	M U N A_A F O_O_N
منافعے 1.0	M U N A_A F A A_Y
منتخب 1.0	M U N T_D A X A B
منتخبات 1.0	M U N T_D A X I B A_A T_D
منتظر 1.0	M U N T_D A Z A R
منتقل 1.0	M U N T_D A Q I L
منجدھار 1.0	M A N D_Z D_D_H A_A R
منجھی 1.0	M A N D_Z_H I_I1
منجھے 1.0	M A N D_Z_H A_Y
منحوس 1.0	M A N H U_U S
مندری 1.0	M U N D_D R I_I1
مندوبین 1.0	M A N D_D U_U B I_I1 N
منسوخ 1.0	M A N S U_U X
منسوخی 1.0	M A N S U_U X I_I1
منش 1.0	M A N U S_H
منشور 1.0	M A N S_H U_U R
منشی 1.0	M U N A S_H S_H I_I1
منشیات 1.0	M U N A S_H S_H I J A_A T_D
منشیانہ 1.0	M U N S_H I J A_A N A_A
منشیوں 1.0	M U N S_H I_I1 O_O_N
منصوبے 1.0	M A N S U_U B A_Y
منظر 1.0	M A N Z A R
منظم 1.0	M U N A Z Z A M
منظور 1.0	M A N Z U_U R
منظوم 1.0	M A N Z U_U M
منعقد 1.0	M U N A Q I D_D
منفرد 1.0	M U N F A R I D_D
منفعت 1.0	M U N F A A T_D
منفی 1.0	M U N A F F I_I1
منقش 1.0	M U N A Q Q A S_H
منوا 1.0	M A N V A_A
منور 1.0	M U N O V A R
منڈھے 1.0	M A N D_H A_Y
منڈیوں 1.0	M A N D I_I1 O_O_N
منگل 1.0	M A N_G G A L
منگنی 1.0	M A N_G N I_I1
منگوا 1.0	M A N_G V A_A
منہ 1.0	M U N H
منہدم 1.0	M U N H A D_D I M
منیب 1.0	M U N I_I1 B
منیجر 1.0	M A N A_Y D_Z A R
منیجنگ 1.0	M A N A_Y D_Z I N_G
منیر 1.0	M U N I_I1 R
موئسچرائزر 1.0	M O_O I S T_S1 A R A_A I Z A R
موئسچرائزنگ 1.0	M O_O I S T_S1 A R A_A I Z I N_G
مواد 1.0	M A V A_A D_D
مواصلات 1.0	M U V A_A S A L A_A T_D
مواصلاتی 1.0	M A V A_A S L A_A T_D I_I1
مواضعات 1.0	M A V A_A Z I A_A T_D
مواقع 1.0	M A V A_A Q A_Y
موبائل 1.0	M O_O B A_A I L
موثر 1.0	M U A S S A R
موجب 1.0	M O D_Z A B
موجزن 1.0	M O_O D_Z I Z A N
موجود 1.0	M O D_Z U_U D_D
موجودہ 1.0	M O_O D_Z U_U D_D A_A
موجوں 1.0	M O D_Z O_O_N
موخر 1.0	M O_O X A R
مودبانہ 1.0	M U A D_D D_D I B A_A N A_A
مودی 1.0	M O_O D_D I_I1
موذی 1.0	M U_U Z I_I1
مورخ 1.0	M U A R R I X
مورخہ 1.0	M O_O R X A_A
مورخین 1.0	M O_O A R R I X I_I1 N
موردالزام 1.0	M O R I D_D A_Y I L Z A_A M
موروثی 1.0	M O R U_U S I_I1
مورچے 1.0	M O_O R T_S1 A_Y
موزونیت 1.0	M O Z U_U N I_I1 J A T_D
موزوں 1.0	M O Z U_U_N
موسلادھار 1.0	M U_U S L A_A D_D_H A_A R
موسم 1.0	M O S A M
موسمیات 1.0	M O_O S M I_I1 A_A T_D
موسیقی 1.0	M U_U S I_I1 Q I_I1
موشن 1.0	M O_O S_H A N
موصول 1.0	M O S U_U L
موضع 1.0	M O Z A_A
موضوع 1.0	M O_O Z U_U
موضوعات 1.0	M O Z U_U A_A T_D
موعود 1.0	M O U_U D_D
موقر 1.0	M O Q A R
